Evolving 30 sharks over 10000 generations (max_steps=200, lives=3, mutation_rate=0.2, seed=0)...

  Gen |  Size |  Speed | Caution |  Fitness
 5103 | 7.274 |  6.102 |   0.353 |  78.7667
 5104 | 7.141 |  6.604 |   0.334 |  56.0000
 5105 | 7.233 |  6.344 |   0.367 |  75.5000
 5106 | 7.234 |  5.425 |   0.337 |  70.4667
 5107 | 7.516 |  6.064 |   0.358 |  30.5667
 5108 | 6.846 |  5.360 |   0.373 |  50.2667
 5109 | 7.055 |  4.915 |   0.404 |  69.4000
 5110 | 7.198 |  5.914 |   0.358 |  67.0667
 5111 | 6.949 |  5.739 |   0.405 |  52.8000
 5112 | 7.131 |  5.187 |   0.493 |  48.9333
 5113 | 6.825 |  6.962 |   0.373 |  35.6667
 5114 | 7.585 |  6.004 |   0.360 |  60.5000
 5115 | 6.962 |  5.765 |   0.352 |  82.1000
 5116 | 7.397 |  4.746 |   0.357 |  59.8000
 5117 | 7.400 |  6.652 |   0.398 |  52.3333
 5118 | 7.359 |  5.746 |   0.391 |  87.1000
 5119 | 7.136 |  5.429 |   0.327 |  43.7000
 5120 | 7.554 |  5.544 |   0.358 |  69.1333
 5121 | 7.460 |  5.565 |   0.355 |  54.6333
 5122 | 7.240 |  5.374 |   0.348 |  46.1000
 5123 | 7.268 |  5.978 |   0.375 |  71.6333
 5124 | 7.230 |  5.907 |   0.371 |  47.5000
 5125 | 7.015 |  6.382 |   0.355 |  57.4000
 5126 | 6.837 |  5.677 |   0.424 |  58.2000
 5127 | 6.986 |  5.638 |   0.385 |  70.7000
 5128 | 6.996 |  5.606 |   0.366 |  67.1333
 5129 | 6.996 |  5.606 |   0.366 |  60.3000
 5130 | 7.007 |  5.496 |   0.366 |  87.1000
 5131 | 6.968 |  5.579 |   0.204 |  36.8333
 5132 | 7.093 |  5.836 |   0.211 |  62.1667
 5133 | 7.002 |  5.328 |   0.304 |  47.6667
 5134 | 7.704 |  4.794 |   0.358 |  70.4667
 5135 | 7.710 |  4.962 |   0.341 |  48.6333
 5136 | 7.012 |  4.157 |   0.461 |  75.3333
 5137 | 7.015 |  4.262 |   0.430 |  67.4667
 5138 | 7.048 |  3.976 |   0.338 |  57.0000
 5139 | 7.219 |  4.843 |   0.422 |  43.6000
 5140 | 7.900 |  4.738 |   0.380 |  44.0333
 5141 | 7.110 |  4.863 |   0.417 |  46.9333
 5142 | 7.110 |  4.863 |   0.417 |  57.9000
 5143 | 6.598 |  5.166 |   0.400 |  58.8000
 5144 | 7.566 |  5.352 |   0.353 |  72.1000
 5145 | 6.787 |  4.903 |   0.212 |  59.5000
 5146 | 7.017 |  4.938 |   0.411 |  36.9333
 5147 | 6.876 |  4.917 |   0.297 |  47.9000
 5148 | 6.934 |  5.511 |   0.404 |  39.7333
 5149 | 6.934 |  5.947 |   0.379 |  46.9333
 5150 | 7.263 |  5.071 |   0.375 |  68.8333
 5151 | 6.987 |  5.107 |   0.344 |  80.2667
 5152 | 6.987 |  5.107 |   0.344 |  93.8333
 5153 | 7.595 |  5.600 |   0.363 |  51.9667
 5154 | 7.153 |  5.144 |   0.353 |  47.1333
 5155 | 7.315 |  5.357 |   0.364 |  75.4333
 5156 | 7.277 |  4.906 |   0.358 |  55.6667
 5157 | 7.168 |  4.905 |   0.333 |  54.9667
 5158 | 7.126 |  4.099 |   0.383 |  67.1667
 5159 | 7.126 |  4.099 |   0.383 |  55.5333
 5160 | 7.183 |  4.795 |   0.373 |  71.6333
 5161 | 7.499 |  5.166 |   0.351 |  43.7667
 5162 | 7.529 |  4.813 |   0.367 |  73.3333
 5163 | 7.585 |  4.812 |   0.336 |  79.1333
 5164 | 7.231 |  4.435 |   0.362 |  65.4000
 5165 | 7.349 |  5.076 |   0.347 |  59.3333
 5166 | 7.470 |  4.783 |   0.333 |  40.3667
 5167 | 7.225 |  4.661 |   0.355 |  52.5333
 5168 | 7.591 |  4.760 |   0.358 |  67.2333
 5169 | 7.578 |  4.843 |   0.427 |  54.8667
 5170 | 6.898 |  4.372 |   0.371 |  44.0000
 5171 | 7.578 |  5.179 |   0.547 |  70.3667
 5172 | 7.526 |  5.033 |   0.540 |  82.2333
 5173 | 7.250 |  5.338 |   0.412 |  70.3667
 5174 | 7.524 |  4.855 |   0.432 |  54.3333
 5175 | 7.749 |  4.841 |   0.426 |  55.3000
 5176 | 7.411 |  5.110 |   0.520 |  70.3667
 5177 | 7.021 |  5.109 |   0.430 |   9.2667
 5178 | 7.370 |  5.046 |   0.468 |  67.1667
 5179 | 6.990 |  5.115 |   0.374 |  41.3667
 5180 | 7.497 |  4.968 |   0.349 |  53.7333
 5181 | 7.486 |  4.928 |   0.356 |  70.4667
 5182 | 7.155 |  5.222 |   0.442 |  47.0333
 5183 | 7.765 |  5.023 |   0.399 |  67.1333
 5184 | 7.725 |  4.966 |   0.402 |  62.4333
 5185 | 7.401 |  5.043 |   0.411 |  54.8333
 5186 | 7.337 |  4.858 |   0.425 |  38.6667
 5187 | 7.448 |  5.253 |   0.348 |  32.0333
 5188 | 6.886 |  4.992 |   0.416 |  42.3000
 5189 | 7.463 |  4.629 |   0.390 |  49.4667
 5190 | 7.116 |  5.008 |   0.393 |  43.8667
 5191 | 7.187 |  5.053 |   0.395 |  48.7333
 5192 | 7.245 |  4.576 |   0.403 |  77.0333
 5193 | 7.212 |  4.916 |   0.460 |  55.3000
 5194 | 6.651 |  5.811 |   0.528 |  29.1333
 5195 | 7.161 |  5.315 |   0.398 |  62.1333
 5196 | 7.171 |  4.541 |   0.403 |  31.6333
 5197 | 7.246 |  4.973 |   0.398 |  37.0333
 5198 | 8.098 |  4.731 |   0.376 |  63.0000
 5199 | 7.795 |  4.654 |   0.378 |  52.3667
 5200 | 7.330 |  4.461 |   0.358 |  37.8667
 5201 | 7.089 |  4.491 |   0.368 |  52.0667
 5202 | 7.208 |  4.264 |   0.359 |  29.6000
 5203 | 7.301 |  3.816 |   0.368 |  50.4333
 5204 | 7.302 |  3.842 |   0.436 |  51.7333
 5205 | 7.994 |  4.405 |   0.282 |  58.1667
 5206 | 7.289 |  3.850 |   0.381 |  52.0667
 5207 | 6.983 |  4.276 |   0.482 |  45.9667
 5208 | 7.298 |  4.219 |   0.323 |  60.7667
 5209 | 7.097 |  4.393 |   0.242 |  63.8000
 5210 | 7.182 |  3.238 |   0.516 |  72.0000
 5211 | 7.322 |  3.842 |   0.309 |  46.4333
 5212 | 7.432 |  4.086 |   0.310 |  41.4667
 5213 | 7.220 |  3.782 |   0.330 |  44.5667
 5214 | 7.427 |  4.040 |   0.373 |  67.6000
 5215 | 7.553 |  4.031 |   0.331 |  48.8667
 5216 | 7.446 |  4.407 |   0.304 |  56.6000
 5217 | 7.478 |  4.424 |   0.311 |  41.7333
 5218 | 7.529 |  4.380 |   0.239 |  43.8333
 5219 | 7.050 |  4.158 |   0.316 |  90.7000
 5220 | 6.657 |  4.320 |   0.268 |  53.8000
 5221 | 7.433 |  4.197 |   0.324 |  68.8000
 5222 | 7.134 |  4.388 |   0.296 |  65.9667
 5223 | 6.678 |  4.212 |   0.246 |  39.6333
 5224 | 6.899 |  4.489 |   0.257 |  64.5667
 5225 | 7.578 |  4.398 |   0.290 |  62.8667
 5226 | 6.740 |  4.472 |   0.286 |  47.9667
 5227 | 7.097 |  4.265 |   0.202 |  70.8333
 5228 | 6.901 |  4.687 |   0.268 |  75.5333
 5229 | 6.716 |  4.065 |   0.289 |  68.9333
 5230 | 6.890 |  4.253 |   0.294 |  77.0333
 5231 | 6.840 |  4.681 |   0.284 | 100.5000
 5232 | 6.840 |  4.681 |   0.284 |  77.4000
 5233 | 6.858 |  4.660 |   0.283 |  40.3667
 5234 | 7.151 |  5.026 |   0.323 |  72.0667
 5235 | 6.947 |  5.177 |   0.413 |  43.1667
 5236 | 6.996 |  4.900 |   0.376 |  42.1667
 5237 | 7.527 |  4.318 |   0.210 |  92.1333
 5238 | 7.160 |  4.803 |   0.292 |  48.7667
 5239 | 7.173 |  4.358 |   0.257 |  73.7000
 5240 | 7.303 |  4.578 |   0.274 |  68.7000
 5241 | 7.450 |  4.592 |   0.245 |  49.0333
 5242 | 7.228 |  4.671 |   0.310 |  72.1667
 5243 | 7.448 |  4.642 |   0.201 |  53.1333
 5244 | 7.778 |  4.701 |   0.229 |  67.0667
 5245 | 7.778 |  4.701 |   0.229 |  46.1667
 5246 | 7.640 |  4.596 |   0.245 |  49.3000
 5247 | 7.404 |  5.120 |   0.335 |  59.5667
 5248 | 7.644 |  5.197 |   0.391 |  64.7333
 5249 | 7.404 |  4.768 |   0.274 |  58.7667
 5250 | 7.237 |  4.823 |   0.284 |  57.5667
 5251 | 7.490 |  4.762 |   0.266 |  45.3667
 5252 | 7.356 |  4.969 |   0.286 |  68.8333
 5253 | 7.299 |  4.828 |   0.274 |  46.7333
 5254 | 7.887 |  5.591 |   0.301 |  97.2000
 5255 | 7.662 |  5.318 |   0.256 |  58.5000
 5256 | 7.633 |  5.867 |   0.188 |  85.7333
 5257 | 7.660 |  5.895 |   0.229 |  67.0667
 5258 | 8.126 |  5.408 |   0.289 |  47.6333
 5259 | 7.660 |  6.291 |   0.245 |  57.1667
 5260 | 7.660 |  6.291 |   0.245 |  75.4333
 5261 | 7.802 |  5.972 |   0.259 |  78.7333
 5262 | 7.959 |  5.973 |   0.276 |  37.3000
 5263 | 7.928 |  5.442 |   0.325 |  64.3667
 5264 | 7.687 |  5.490 |   0.361 |  63.8000
 5265 | 7.798 |  5.577 |   0.321 |  62.7333
 5266 | 7.226 |  5.930 |   0.345 |  70.6667
 5267 | 7.362 |  5.917 |   0.217 |  80.4333
 5268 | 7.838 |  5.697 |   0.305 |  65.3333
 5269 | 7.940 |  5.758 |   0.313 |  65.6667
 5270 | 7.641 |  5.853 |   0.353 |  59.0667
 5271 | 7.690 |  5.971 |   0.289 |  71.4000
 5272 | 7.766 |  5.840 |   0.332 |  44.7667
 5273 | 7.073 |  5.739 |   0.289 |  56.9667
 5274 | 7.809 |  6.879 |   0.311 |  29.0000
 5275 | 7.828 |  5.900 |   0.319 |  59.3000
 5276 | 7.218 |  5.914 |   0.335 |  62.1333
 5277 | 7.674 |  5.843 |   0.293 |  42.9000
 5278 | 7.674 |  5.843 |   0.293 |  75.4333
 5279 | 7.936 |  5.827 |   0.275 |  40.9667
 5280 | 8.421 |  6.979 |   0.424 |  57.8667
 5281 | 7.604 |  4.680 |   0.355 |  65.1667
 5282 | 7.620 |  6.939 |   0.310 |  60.0000
 5283 | 8.185 |  6.372 |   0.372 |  63.6667
 5284 | 8.185 |  6.372 |   0.372 |  48.6333
 5285 | 7.882 |  5.822 |   0.354 |  92.1333
 5286 | 7.680 |  6.219 |   0.380 |  47.6667
 5287 | 7.427 |  6.684 |   0.298 |  60.3000
 5288 | 7.757 |  6.437 |   0.462 |  63.6667
 5289 | 7.594 |  6.210 |   0.377 |  71.4000
 5290 | 7.708 |  6.026 |   0.380 |  65.4333
 5291 | 7.495 |  6.701 |   0.362 |  53.3667
 5292 | 7.981 |  6.077 |   0.375 |  65.3667
 5293 | 7.603 |  6.333 |   0.363 |  42.0667
 5294 | 8.349 |  6.104 |   0.378 |  66.2667
 5295 | 7.695 |  6.289 |   0.359 |  57.1000
 5296 | 7.617 |  7.049 |   0.354 |  70.4000
 5297 | 7.645 |  6.590 |   0.409 |  51.9667
 5298 | 7.611 |  6.787 |   0.344 |  80.4667
 5299 | 7.619 |  6.700 |   0.382 |  60.4667
 5300 | 7.649 |  6.882 |   0.354 |  30.9333
 5301 | 7.678 |  6.779 |   0.316 |  52.1667
 5302 | 7.463 |  6.404 |   0.381 |  46.5667
 5303 | 7.688 |  6.844 |   0.354 |  33.8667
 5304 | 7.173 |  6.963 |   0.365 |  40.4000
 5305 | 7.394 |  6.877 |   0.378 |  64.7000
 5306 | 7.480 |  6.777 |   0.432 |  42.2667
 5307 | 7.606 |  6.810 |   0.350 |  65.3667
 5308 | 7.634 |  7.693 |   0.293 |  56.4667
 5309 | 7.754 |  6.633 |   0.442 |  57.2333
 5310 | 7.684 |  7.100 |   0.400 |  73.8667
 5311 | 7.642 |  7.287 |   0.350 |  34.2333
 5312 | 7.603 |  6.936 |   0.475 |  41.1667
 5313 | 7.680 |  6.829 |   0.401 |  28.5333
 5314 | 7.895 |  7.010 |   0.416 |  46.9333
 5315 | 7.716 |  7.279 |   0.365 |  51.6667
 5316 | 7.919 |  7.304 |   0.410 |  37.1333
 5317 | 7.880 |  7.276 |   0.372 |  86.6333
 5318 | 7.608 |  7.399 |   0.369 |  62.1333
 5319 | 7.820 |  7.381 |   0.384 |  42.4000
 5320 | 7.493 |  7.310 |   0.377 |  62.0000
 5321 | 7.473 |  6.482 |   0.427 |  41.1000
 5322 | 7.505 |  7.374 |   0.414 |  42.4000
 5323 | 7.242 |  7.066 |   0.385 |  62.2333
 5324 | 7.518 |  7.531 |   0.355 |  55.3333
 5325 | 7.937 |  7.484 |   0.404 |  98.8667
 5326 | 7.105 |  7.550 |   0.393 |  90.6333
 5327 | 7.181 |  7.787 |   0.438 |  43.4667
 5328 | 7.332 |  7.541 |   0.410 |  78.7333
 5329 | 7.343 |  7.645 |   0.402 |  56.1333
 5330 | 7.509 |  7.484 |   0.304 |  42.0667
 5331 | 7.437 |  7.056 |   0.412 |  57.1333
 5332 | 7.570 |  7.769 |   0.374 |  95.6333
 5333 | 6.695 |  7.795 |   0.402 |  62.1000
 5334 | 7.161 |  7.039 |   0.350 |  77.0333
 5335 | 6.984 |  7.733 |   0.388 |  67.9667
 5336 | 6.984 |  7.733 |   0.388 |  39.8000
 5337 | 7.038 |  7.549 |   0.359 |  72.1667
 5338 | 7.346 |  7.302 |   0.342 |  48.8333
 5339 | 7.045 |  7.433 |   0.366 |  41.2667
 5340 | 7.068 |  7.518 |   0.318 |  46.0000
 5341 | 7.183 |  7.505 |   0.306 |  41.6000
 5342 | 7.302 |  7.261 |   0.328 |  26.7333
 5343 | 7.277 |  7.331 |   0.336 |  58.8333
 5344 | 7.409 |  7.302 |   0.360 |  60.9333
 5345 | 7.314 |  7.123 |   0.360 |  73.7000
 5346 | 7.600 |  7.402 |   0.300 |  50.4333
 5347 | 7.172 |  7.633 |   0.328 |  75.4667
 5348 | 7.288 |  7.108 |   0.364 |  55.2667
 5349 | 7.188 |  6.883 |   0.340 |  47.6667
 5350 | 7.259 |  7.853 |   0.385 |  45.4000
 5351 | 7.291 |  7.426 |   0.374 |  75.5333
 5352 | 7.270 |  7.754 |   0.353 |  40.9000
 5353 | 7.173 |  6.703 |   0.421 |  39.1667
 5354 | 6.921 |  6.863 |   0.394 |  33.5333
 5355 | 7.032 |  7.102 |   0.246 |  75.1000
 5356 | 7.217 |  7.407 |   0.366 |  39.2667
 5357 | 7.249 |  7.014 |   0.361 |  54.2667
 5358 | 7.117 |  7.052 |   0.337 |  41.2333
 5359 | 7.161 |  6.927 |   0.342 |  68.6333
 5360 | 7.092 |  7.543 |   0.463 |  57.1333
 5361 | 7.135 |  7.218 |   0.377 |  35.1667
 5362 | 7.135 |  7.224 |   0.376 |  65.4000
 5363 | 6.947 |  7.320 |   0.398 |  78.7667
 5364 | 6.782 |  7.686 |   0.369 |  35.5333
 5365 | 6.799 |  7.672 |   0.370 |  28.6333
 5366 | 7.099 |  6.887 |   0.368 |  56.9667
 5367 | 6.847 |  7.539 |   0.370 |  50.5333
 5368 | 6.724 |  7.642 |   0.369 |  64.2333
 5369 | 6.948 |  7.637 |   0.331 |  61.3333
 5370 | 6.874 |  7.342 |   0.314 |  52.0667
 5371 | 7.686 |  7.336 |   0.346 |  23.6667
 5372 | 7.111 |  7.566 |   0.345 |  50.4333
 5373 | 7.063 |  7.543 |   0.238 |  62.3667
 5374 | 7.454 |  7.980 |   0.339 |  35.3667
 5375 | 7.122 |  7.547 |   0.369 |  75.4333
 5376 | 7.474 |  7.879 |   0.254 |  83.7667
 5377 | 7.254 |  7.513 |   0.303 |  96.9667
 5378 | 6.912 |  7.568 |   0.313 |  68.7000
 5379 | 7.246 |  6.823 |   0.345 |  56.7667
 5380 | 7.272 |  7.148 |   0.261 |  40.7333
 5381 | 7.737 |  7.754 |   0.288 |  51.9667
 5382 | 7.506 |  7.201 |   0.254 |  43.7333
 5383 | 7.487 |  7.206 |   0.355 |  47.9000
 5384 | 7.787 |  8.496 |   0.274 |  72.2667
 5385 | 7.633 |  7.689 |   0.290 |  57.0000
 5386 | 7.527 |  7.599 |   0.273 |  67.0667
 5387 | 7.439 |  7.492 |   0.299 |  75.4333
 5388 | 7.354 |  8.837 |   0.341 |  37.8667
 5389 | 7.354 |  8.837 |   0.341 |  68.0000
 5390 | 7.299 |  6.698 |   0.344 |  46.1333
 5391 | 7.337 |  7.670 |   0.315 |  43.6000
 5392 | 7.393 |  7.748 |   0.310 |  40.0000
 5393 | 7.344 |  7.566 |   0.372 |  36.3667
 5394 | 7.939 |  6.733 |   0.340 |  55.3333
 5395 | 7.371 |  7.385 |   0.377 |  41.9333
 5396 | 7.593 |  7.941 |   0.307 |  55.3667
 5397 | 7.711 |  7.280 |   0.363 |  38.0667
 5398 | 7.604 |  7.090 |   0.349 |  44.8333
 5399 | 7.648 |  7.453 |   0.344 |  73.7000
 5400 | 7.646 |  7.473 |   0.324 |  61.0667
 5401 | 7.414 |  8.477 |   0.367 |  45.3667
 5402 | 7.411 |  7.492 |   0.357 |  47.1667
 5403 | 7.607 |  7.367 |   0.383 |  63.7333
 5404 | 7.536 |  7.255 |   0.327 |  40.4333
 5405 | 8.345 |  6.639 |   0.401 |  53.3000
 5406 | 7.324 |  7.835 |   0.351 |  50.4333
 5407 | 7.409 |  7.268 |   0.341 |  70.3667
 5408 | 7.760 |  7.152 |   0.360 |  75.8000
 5409 | 7.710 |  7.354 |   0.357 |  47.6667
 5410 | 7.632 |  7.309 |   0.351 |  86.2000
 5411 | 7.862 |  7.245 |   0.361 |  65.4333
 5412 | 7.644 |  7.307 |   0.352 |  57.7333
 5413 | 7.863 |  7.390 |   0.377 |  78.7333
 5414 | 7.826 |  7.559 |   0.373 |  50.3333
 5415 | 8.278 |  7.309 |   0.392 |  39.0000
 5416 | 7.832 |  7.021 |   0.357 |  35.7667
 5417 | 7.833 |  7.189 |   0.376 |  62.0333
 5418 | 7.944 |  6.728 |   0.376 |  63.1667
 5419 | 8.067 |  7.781 |   0.397 |  55.6667
 5420 | 7.873 |  7.070 |   0.376 |  29.7333
 5421 | 7.885 |  7.097 |   0.366 |  81.8667
 5422 | 7.968 |  7.286 |   0.288 |  50.4667
 5423 | 7.931 |  7.110 |   0.357 |  70.4333
 5424 | 7.397 |  7.669 |   0.352 |  58.1667
 5425 | 7.670 |  7.411 |   0.382 |  68.7333
 5426 | 7.785 |  7.360 |   0.382 |  32.4667
 5427 | 8.293 |  7.069 |   0.376 |  43.7000
 5428 | 8.083 |  7.061 |   0.387 |  58.7000
 5429 | 8.044 |  6.891 |   0.419 |  35.6667
 5430 | 8.051 |  6.919 |   0.414 |  42.9333
 5431 | 8.352 |  7.598 |   0.329 |  48.7333
 5432 | 8.308 |  7.503 |   0.337 |  54.1333
 5433 | 8.003 |  7.030 |   0.352 |  80.4333
 5434 | 8.040 |  7.186 |   0.365 |  42.1333
 5435 | 7.936 |  6.826 |   0.350 |  82.1333
 5436 | 8.363 |  6.830 |   0.351 |  24.1667
 5437 | 8.108 |  7.456 |   0.379 |  48.7333
 5438 | 8.108 |  7.456 |   0.379 |  65.3333
 5439 | 8.433 |  6.568 |   0.356 |  52.3667
 5440 | 8.194 |  7.154 |   0.380 |  85.5333
 5441 | 8.555 |  7.019 |   0.344 |  55.5667
 5442 | 8.375 |  6.888 |   0.360 |  53.9333
 5443 | 8.368 |  7.065 |   0.386 |  80.3667
 5444 | 8.358 |  7.150 |   0.396 |  74.9000
 5445 | 8.217 |  7.152 |   0.338 |  67.2333
 5446 | 8.191 |  6.978 |   0.500 |  38.8333
 5447 | 8.174 |  7.032 |   0.466 |  71.0333
 5448 | 8.159 |  5.551 |   0.340 |  57.2333
 5449 | 8.154 |  5.567 |   0.273 |  55.4333
 5450 | 8.264 |  5.780 |   0.351 |  61.2333
 5451 | 8.149 |  6.017 |   0.380 |  53.8333
 5452 | 7.092 |  6.430 |   0.333 |  53.5000
 5453 | 7.693 |  6.695 |   0.337 |  49.0000
 5454 | 8.619 |  6.773 |   0.339 |  57.1000
 5455 | 7.936 |  6.714 |   0.291 |  45.8667
 5456 | 8.323 |  6.529 |   0.347 |  72.1667
 5457 | 7.940 |  6.704 |   0.339 |  59.7667
 5458 | 8.311 |  7.108 |   0.374 |  85.6000
 5459 | 8.013 |  6.825 |   0.414 |  57.0667
 5460 | 7.733 |  6.774 |   0.408 |  56.8667
 5461 | 8.158 |  6.979 |   0.367 |  45.8333
 5462 | 7.947 |  7.152 |   0.371 |  54.5000
 5463 | 7.966 |  7.124 |   0.530 |  48.8333
 5464 | 7.934 |  6.984 |   0.385 |  46.3333
 5465 | 8.137 |  6.865 |   0.473 |  40.8000
 5466 | 7.858 |  7.805 |   0.504 |  69.5333
 5467 | 8.019 |  6.517 |   0.413 |  51.3667
 5468 | 8.199 |  6.920 |   0.481 |  45.8333
 5469 | 8.274 |  6.451 |   0.423 |  70.2667
 5470 | 8.250 |  6.502 |   0.421 |  45.3333
 5471 | 7.981 |  7.145 |   0.549 |  82.0667
 5472 | 8.124 |  6.499 |   0.346 |  52.8000
 5473 | 8.070 |  6.919 |   0.410 |  52.0667
 5474 | 8.092 |  7.511 |   0.506 |  50.4000
 5475 | 8.098 |  6.670 |   0.397 |  65.3333
 5476 | 8.736 |  7.251 |   0.416 |  37.3667
 5477 | 8.204 |  6.847 |   0.535 |  43.5667
 5478 | 7.973 |  7.054 |   0.376 |  82.7333
 5479 | 8.066 |  6.838 |   0.409 |  32.7667
 5480 | 8.006 |  7.015 |   0.367 |  39.8667
 5481 | 8.790 |  6.395 |   0.384 |  46.9000
 5482 | 8.127 |  6.293 |   0.379 |  30.4000
 5483 | 8.402 |  6.767 |   0.210 |  61.0000
 5484 | 8.366 |  6.752 |   0.220 |  50.7333
 5485 | 8.581 |  6.431 |   0.383 |  55.3000
 5486 | 8.160 |  6.867 |   0.338 |  67.1333
 5487 | 9.000 |  6.778 |   0.318 |  22.6333
 5488 | 8.392 |  7.737 |   0.359 |  57.6667
 5489 | 8.541 |  6.673 |   0.358 |  68.7000
 5490 | 8.541 |  6.673 |   0.358 |  71.4000
 5491 | 7.986 |  6.572 |   0.404 |  50.3000
 5492 | 7.986 |  6.572 |   0.404 |  58.8667
 5493 | 8.447 |  6.851 |   0.365 |  70.4333
 5494 | 8.072 |  6.784 |   0.306 |  63.9000
 5495 | 8.128 |  6.711 |   0.336 |  63.9000
 5496 | 8.525 |  6.713 |   0.375 |  86.6000
 5497 | 8.427 |  6.861 |   0.369 |  57.0667
 5498 | 8.483 |  7.039 |   0.316 |  45.3667
 5499 | 8.474 |  7.101 |   0.369 |  91.6333
 5500 | 8.486 |  6.776 |   0.344 |  70.0333
 5501 | 8.684 |  7.082 |   0.374 |  58.6667
 5502 | 9.000 |  6.672 |   0.402 |  69.8333
 5503 | 8.454 |  6.840 |   0.418 |  41.4667
 5504 | 8.926 |  6.861 |   0.340 |  37.1667
 5505 | 8.474 |  6.756 |   0.438 |  50.4000
 5506 | 8.403 |  7.590 |   0.419 |  88.8000
 5507 | 8.588 |  6.907 |   0.370 |  37.1333
 5508 | 8.577 |  6.866 |   0.402 |  72.0000
 5509 | 9.000 |  6.813 |   0.389 |  85.3667
 5510 | 8.937 |  6.825 |   0.389 |  37.6333
 5511 | 8.511 |  6.883 |   0.313 |  72.1333
 5512 | 8.534 |  7.023 |   0.352 |  53.1333
 5513 | 8.475 |  7.130 |   0.387 |  54.3000
 5514 | 8.689 |  7.268 |   0.359 |  60.1667
 5515 | 9.000 |  8.851 |   0.349 |  57.7000
 5516 | 8.669 |  7.288 |   0.345 |  53.3333
 5517 | 8.600 |  7.220 |   0.415 |  58.7667
 5518 | 8.270 |  7.733 |   0.332 |  40.1000
 5519 | 8.466 |  7.680 |   0.318 |  83.7667
 5520 | 8.757 |  6.769 |   0.389 |  56.3000
 5521 | 8.731 |  6.252 |   0.374 |  43.8667
 5522 | 8.210 |  7.518 |   0.362 |  60.3333
 5523 | 7.522 |  7.439 |   0.368 |  72.2667
 5524 | 8.027 |  6.559 |   0.354 |  55.9000
 5525 | 8.810 |  7.486 |   0.387 |  93.9333
 5526 | 7.969 |  6.489 |   0.370 |  48.6333
 5527 | 7.969 |  6.489 |   0.370 |  40.1000
 5528 | 8.071 |  6.949 |   0.354 |  66.4333
 5529 | 8.300 |  7.036 |   0.443 |  71.6667
 5530 | 8.046 |  7.571 |   0.368 |  54.1333
 5531 | 8.292 |  7.354 |   0.397 |  43.1000
 5532 | 8.300 |  7.023 |   0.377 |  60.4000
 5533 | 7.900 |  7.551 |   0.320 |  72.1000
 5534 | 8.685 |  7.575 |   0.361 |  47.1333
 5535 | 7.998 |  7.150 |   0.339 |  51.1667
 5536 | 7.987 |  7.174 |   0.338 |  50.4000
 5537 | 8.348 |  7.859 |   0.395 |  51.5333
 5538 | 8.167 |  7.959 |   0.400 |  56.9333
 5539 | 8.065 |  7.302 |   0.394 |  93.8333
 5540 | 8.003 |  7.505 |   0.380 |  47.3000
 5541 | 8.003 |  7.505 |   0.380 | 105.5333
 5542 | 8.660 |  7.442 |   0.466 |  78.9000
 5543 | 8.083 |  7.679 |   0.392 |  78.7667
 5544 | 8.228 |  7.309 |   0.351 |  43.9000
 5545 | 8.235 |  7.285 |   0.358 |  57.7000
 5546 | 8.199 |  7.318 |   0.392 |  36.0667
 5547 | 8.630 |  7.150 |   0.377 |  23.9667
 5548 | 8.512 |  7.616 |   0.429 |  53.5667
 5549 | 8.327 |  7.541 |   0.411 |  70.4000
 5550 | 8.805 |  7.303 |   0.502 |  68.9333
 5551 | 8.212 |  7.061 |   0.394 |  60.4333
 5552 | 7.447 |  7.079 |   0.415 |  61.6667
 5553 | 8.370 |  7.439 |   0.404 |  92.1333
 5554 | 7.878 |  7.239 |   0.406 |  38.6667
 5555 | 8.316 |  7.453 |   0.324 |  74.5000
 5556 | 8.174 |  7.054 |   0.423 |  67.5000
 5557 | 8.229 |  7.258 |   0.424 |  48.2667
 5558 | 7.468 |  6.547 |   0.376 |  78.7667
 5559 | 8.838 |  7.084 |   0.546 |  57.0333
 5560 | 8.838 |  7.084 |   0.546 |  55.3333
 5561 | 8.441 |  7.309 |   0.362 |  35.3333
 5562 | 8.275 |  6.922 |   0.429 |  50.8000
 5563 | 8.099 |  6.234 |   0.423 |  73.6000
 5564 | 8.377 |  7.011 |   0.408 |  53.0000
 5565 | 8.122 |  7.114 |   0.393 |  62.7000
 5566 | 8.021 |  7.639 |   0.317 |  46.8333
 5567 | 7.976 |  8.333 |   0.446 |  42.5667
 5568 | 7.598 |  7.273 |   0.349 |  65.5000
 5569 | 7.766 |  7.483 |   0.369 |  70.3667
 5570 | 8.015 |  7.385 |   0.394 |  78.7333
 5571 | 8.877 |  7.320 |   0.377 |  53.7667
 5572 | 7.864 |  7.785 |   0.380 |  70.6000
 5573 | 8.864 |  7.727 |   0.363 |  63.7000
 5574 | 8.414 |  7.678 |   0.360 |  70.4667
 5575 | 8.402 |  7.947 |   0.338 |  53.7000
 5576 | 8.116 |  8.125 |   0.401 |  52.0667
 5577 | 8.317 |  7.915 |   0.446 |  55.3000
 5578 | 8.614 |  7.748 |   0.407 |  88.9000
 5579 | 8.340 |  8.141 |   0.402 |  44.0333
 5580 | 8.400 |  8.140 |   0.402 |  40.4000
 5581 | 8.256 |  7.963 |   0.459 |  70.4667
 5582 | 8.263 |  8.332 |   0.457 |  70.4667
